timestamp,turbidity,tds,ph,temperature,quality,diseases
2025-10-17 00:40:25,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:40:31,0.0,6.52,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:40:37,0.0,6.52,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:40:42,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:40:48,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:40:53,0.0,6.52,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:40:59,0.0,8.15,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:05,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:11,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:18,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:26,0.0,6.52,5.98,30.44,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:30,0.0,6.52,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:35,0.0,6.52,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:42,0.0,8.15,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:48,0.0,6.52,5.98,30.44,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:41:54,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:42:07,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:42:09,0.0,8.15,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:42:14,0.0,6.52,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:42:21,100.0,6.52,5.98,30.5,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 00:42:26,100.0,8.15,6.01,30.5,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 00:42:32,100.0,6.52,5.98,30.5,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 00:42:39,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:42:45,0.0,6.52,6.01,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:42:50,0.0,6.52,5.98,30.5,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:47:25,0.0,22.81,6.55,30.0,LOW RISK,None
2025-10-17 00:47:30,0.0,21.18,6.53,30.0,LOW RISK,None
2025-10-17 00:47:36,0.0,21.18,6.53,30.0,LOW RISK,None
2025-10-17 00:47:41,0.0,22.81,6.53,30.0,LOW RISK,None
2025-10-17 00:47:47,0.0,21.18,6.55,30.0,LOW RISK,None
2025-10-17 00:47:52,0.0,21.18,6.55,29.87,LOW RISK,None
2025-10-17 00:47:57,0.0,21.18,6.55,29.75,LOW RISK,None
2025-10-17 00:48:03,0.0,21.18,6.55,29.81,LOW RISK,None
2025-10-17 00:48:08,0.0,22.81,6.53,29.75,LOW RISK,None
2025-10-17 00:48:14,0.0,21.18,6.53,29.81,LOW RISK,None
2025-10-17 00:48:19,0.0,21.18,6.53,29.81,LOW RISK,None
2025-10-17 00:48:24,0.0,21.18,6.55,29.81,LOW RISK,None
2025-10-17 00:48:30,0.0,21.18,6.53,29.81,LOW RISK,None
2025-10-17 00:48:35,0.0,21.18,6.53,29.87,LOW RISK,None
2025-10-17 00:48:41,0.0,21.18,6.53,29.87,LOW RISK,None
2025-10-17 00:48:46,0.0,21.18,6.53,29.87,LOW RISK,None
2025-10-17 00:48:51,0.0,22.81,6.66,29.87,LOW RISK,None
2025-10-17 00:48:57,0.0,21.18,6.69,29.87,LOW RISK,None
2025-10-17 00:49:02,0.0,21.18,6.69,29.94,LOW RISK,None
2025-10-17 00:49:08,0.0,21.18,6.72,29.87,LOW RISK,None
2025-10-17 00:49:13,0.0,21.18,6.74,29.94,LOW RISK,None
2025-10-17 00:49:18,0.0,21.18,5.5,29.94,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:49:24,0.0,21.18,5.25,29.94,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:49:29,0.0,21.18,5.33,29.94,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:49:35,0.0,21.18,5.44,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:49:40,0.0,21.18,5.55,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:49:46,0.0,21.18,5.71,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:49:51,0.0,21.18,5.77,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:49:57,0.0,21.18,5.88,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:02,0.0,21.18,5.9,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:08,0.0,21.18,6.04,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:13,0.0,42.36,5.41,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:19,0.0,94.49,0.0,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:24,0.0,105.9,0.0,30.06,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:30,0.0,114.04,7.1,30.0,LOW RISK,None
2025-10-17 00:50:35,0.0,213.42,0.0,30.0,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:41,0.0,118.93,7.04,30.0,LOW RISK,None
2025-10-17 00:50:46,0.0,21.18,6.5,30.0,LOW RISK,None
2025-10-17 00:50:52,0.0,22.81,6.47,30.06,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:50:57,0.0,22.81,6.93,30.06,LOW RISK,None
2025-10-17 00:51:03,0.0,22.81,8.73,30.06,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:51:08,0.0,22.81,8.54,30.06,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:51:14,0.0,22.81,8.37,30.06,LOW RISK,None
2025-10-17 00:51:19,0.0,22.81,8.29,30.06,LOW RISK,None
2025-10-17 00:51:24,0.0,22.81,8.24,30.06,LOW RISK,None
2025-10-17 00:51:30,0.0,22.81,7.31,30.06,LOW RISK,None
2025-10-17 00:51:35,0.0,22.81,7.94,30.06,LOW RISK,None
2025-10-17 00:51:41,0.0,22.81,8.18,30.06,LOW RISK,None
2025-10-17 00:51:46,0.0,105.9,8.13,30.06,LOW RISK,None
2025-10-17 00:51:51,0.0,27.7,8.05,30.06,LOW RISK,None
2025-10-17 00:51:57,0.0,27.7,7.99,26.94,LOW RISK,None
2025-10-17 00:52:02,0.0,27.7,7.99,25.25,LOW RISK,None
2025-10-17 00:52:08,0.0,27.7,7.97,24.44,LOW RISK,None
2025-10-17 00:52:13,0.0,27.7,7.94,24.0,LOW RISK,None
2025-10-17 00:52:18,0.0,27.7,7.91,23.69,LOW RISK,None
2025-10-17 00:52:24,0.0,27.7,7.88,23.5,LOW RISK,None
2025-10-17 00:52:29,0.0,27.7,7.86,23.44,LOW RISK,None
2025-10-17 00:52:35,0.0,27.7,7.83,24.06,LOW RISK,None
2025-10-17 00:52:40,0.0,27.7,7.83,24.56,LOW RISK,None
2025-10-17 00:52:45,0.0,27.7,7.8,24.94,LOW RISK,None
2025-10-17 00:52:51,100.0,26.07,7.78,25.31,MEDIUM RISK ⚠️,"Diarrhea, Dysentery, Typhoid"
2025-10-17 00:52:56,0.0,27.7,7.8,25.56,LOW RISK,None
2025-10-17 00:53:02,0.0,27.7,7.78,25.81,LOW RISK,None
2025-10-17 00:53:07,0.0,27.7,7.78,26.0,LOW RISK,None
2025-10-17 00:53:12,0.0,29.33,7.78,26.12,LOW RISK,None
2025-10-17 00:53:18,0.0,29.33,7.75,26.25,LOW RISK,None
2025-10-17 00:53:23,0.0,27.7,7.75,26.37,LOW RISK,None
2025-10-17 00:53:29,0.0,29.33,7.75,26.5,LOW RISK,None
2025-10-17 00:53:34,0.0,29.33,7.75,26.56,LOW RISK,None
2025-10-17 00:53:40,0.0,29.33,7.72,26.69,LOW RISK,None
2025-10-17 00:53:45,0.0,29.33,7.72,26.75,LOW RISK,None
2025-10-17 00:53:50,0.0,29.33,7.72,26.87,LOW RISK,None
2025-10-17 00:53:56,0.0,29.33,7.69,26.87,LOW RISK,None
2025-10-17 00:54:01,0.0,29.33,7.69,27.0,LOW RISK,None
2025-10-17 00:54:06,0.0,29.33,7.69,27.06,LOW RISK,None
2025-10-17 00:54:12,0.0,29.33,7.69,27.12,LOW RISK,None
2025-10-17 00:54:17,0.0,29.33,7.69,27.25,LOW RISK,None
2025-10-17 00:54:23,0.0,29.33,7.67,27.31,LOW RISK,None
2025-10-17 00:54:28,0.0,29.33,7.67,27.37,LOW RISK,None
2025-10-17 00:54:33,0.0,29.33,7.64,27.44,LOW RISK,None
2025-10-17 00:54:39,0.0,29.33,7.67,27.5,LOW RISK,None
2025-10-17 00:54:44,0.0,249.27,7.67,27.5,LOW RISK,None
2025-10-17 00:54:50,0.0,288.37,7.64,27.56,LOW RISK,None
2025-10-17 00:54:55,0.0,294.88,7.64,27.62,LOW RISK,None
2025-10-17 00:55:00,0.0,296.51,7.64,27.69,LOW RISK,None
2025-10-17 00:55:06,0.0,299.77,7.64,27.69,LOW RISK,None
2025-10-17 00:55:11,0.0,303.03,7.64,27.75,LOW RISK,None
2025-10-17 00:55:17,0.0,249.27,6.66,27.75,LOW RISK,None
2025-10-17 00:55:22,0.0,263.93,6.36,27.81,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:55:28,0.0,332.36,6.47,27.81,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:55:33,0.0,356.79,6.64,27.94,LOW RISK,None
2025-10-17 00:55:38,0.0,363.31,5.96,27.94,MEDIUM RISK ⚠️,Skin Irritation
2025-10-17 00:55:44,0.0,366.57,8.26,27.94,LOW RISK,None
2025-10-17 00:55:49,0.0,364.94,8.16,27.94,LOW RISK,None
2025-10-17 00:55:55,0.0,364.94,8.1,28.0,LOW RISK,None
2025-10-17 00:56:00,0.0,361.68,8.02,28.0,LOW RISK,None
2025-10-17 00:56:06,0.0,363.31,7.99,28.0,LOW RISK,None
2025-10-17 00:56:11,14.48,29.33,7.94,28.0,LOW RISK,None
2025-10-17 00:56:16,0.0,29.33,7.94,28.06,LOW RISK,None
2025-10-17 00:56:22,0.0,29.33,7.88,28.06,LOW RISK,None
2025-10-17 00:56:27,11.22,29.33,7.88,28.12,LOW RISK,None
2025-10-17 00:56:33,12.85,29.33,7.86,28.12,LOW RISK,None
2025-10-17 00:56:38,100.0,29.33,7.83,28.12,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 00:56:44,100.0,14.66,7.29,28.12,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 00:56:50,0.0,14.66,7.29,28.12,LOW RISK,None
2025-10-17 00:56:55,0.0,14.66,7.26,28.19,LOW RISK,None
2025-10-17 00:57:00,0.0,14.66,7.26,28.19,LOW RISK,None
2025-10-17 00:57:06,0.0,13.03,7.23,28.19,LOW RISK,None
2025-10-17 00:57:11,0.0,159.66,7.21,28.25,LOW RISK,None
2025-10-17 00:57:17,0.0,22.81,7.23,28.25,LOW RISK,None
2025-10-17 00:57:22,0.0,16.29,7.23,28.25,LOW RISK,None
2025-10-17 00:57:28,0.0,16.29,7.21,28.25,LOW RISK,None
2025-10-17 00:57:33,0.0,16.29,7.21,28.31,LOW RISK,None
2025-10-17 00:57:39,0.0,17.92,7.21,28.31,LOW RISK,None
2025-10-17 00:57:44,0.0,16.29,7.18,28.31,LOW RISK,None
2025-10-17 00:57:50,0.0,16.29,7.21,28.31,LOW RISK,None
2025-10-17 00:57:55,0.0,17.92,7.18,28.31,LOW RISK,None
2025-10-17 00:58:01,0.0,16.29,7.15,28.31,LOW RISK,None
2025-10-17 00:58:07,0.0,17.92,7.15,28.37,LOW RISK,None
2025-10-17 00:58:12,0.0,17.92,7.15,28.37,LOW RISK,None
2025-10-17 00:58:19,0.0,17.92,7.15,28.37,LOW RISK,None
2025-10-17 00:58:24,0.0,17.92,7.15,28.37,LOW RISK,None
2025-10-17 00:58:29,0.0,17.92,7.15,28.37,LOW RISK,None
2025-10-17 00:58:35,0.0,17.92,7.12,28.37,LOW RISK,None
2025-10-17 00:58:41,0.0,17.92,7.12,28.37,LOW RISK,None
2025-10-17 00:58:46,0.0,17.92,7.15,28.37,LOW RISK,None
2025-10-17 00:58:52,0.0,17.92,7.12,28.44,LOW RISK,None
2025-10-17 09:58:50,100.0,21.18,7.07,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:58:55,100.0,8.15,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:02,100.0,6.52,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:07,100.0,6.52,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:13,100.0,8.15,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:19,100.0,6.52,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:24,0.0,6.52,6.61,29.62,LOW RISK,None
2025-10-17 09:59:30,100.0,8.15,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:37,100.0,8.15,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:42,100.0,8.15,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:48,36.2,8.15,6.58,29.62,LOW RISK,None
2025-10-17 09:59:53,100.0,6.52,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 09:59:59,100.0,8.15,6.58,29.62,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:05,100.0,6.52,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:10,100.0,8.15,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:16,100.0,6.52,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:21,100.0,6.52,6.55,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:27,100.0,8.15,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:32,100.0,8.15,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:38,100.0,8.15,6.58,29.69,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:00:43,100.0,8.15,6.58,29.75,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:33:16,100.0,17.92,7.04,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:33:22,100.0,6.52,4.73,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:33:27,100.0,6.52,4.25,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:33:33,100.0,6.52,4.14,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:33:40,100.0,6.52,4.41,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:33:46,100.0,6.52,4.6,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:33:51,100.0,6.52,4.65,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:33:57,100.0,6.52,4.71,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:34:02,100.0,6.52,4.76,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:34:08,100.0,6.52,4.79,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Skin Irritation"
2025-10-17 10:34:13,100.0,6.52,5.25,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:34:19,100.0,6.52,5.41,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:34:25,100.0,6.52,5.31,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:34:31,100.0,6.52,5.25,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:34:37,100.0,6.52,5.47,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:34:44,100.0,6.52,5.52,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:34:50,100.0,4.89,5.55,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:34:55,100.0,6.52,5.55,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:35:01,100.0,6.52,6.04,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid, Skin Irritation"
2025-10-17 10:35:06,100.0,6.52,7.99,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:12,100.0,4.89,7.86,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:17,100.0,6.52,7.72,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:23,100.0,6.52,7.64,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:29,100.0,6.52,7.56,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:34,100.0,6.52,7.53,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:41,100.0,6.52,7.45,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:47,100.0,6.52,7.42,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:52,100.0,4.89,7.37,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:35:59,100.0,6.52,7.37,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:04,100.0,154.77,7.34,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:10,100.0,8.15,7.29,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:15,100.0,8.15,7.29,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:21,95.39,9.78,7.23,29.81,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:36:26,99.74,8.15,7.23,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:32,100.0,8.15,7.23,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:38,100.0,8.15,7.23,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:43,100.0,8.15,7.18,29.81,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:49,100.0,8.15,7.15,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:36:56,100.0,6.52,7.15,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:02,100.0,6.52,7.12,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:22,100.0,8.15,7.12,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:25,100.0,8.15,7.12,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:27,100.0,8.15,7.1,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:30,100.0,8.15,7.1,29.81,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:32,100.0,8.15,7.07,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:35,100.0,8.15,7.1,29.81,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:40,100.0,8.15,7.07,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:46,100.0,8.15,7.04,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:52,100.0,8.15,7.04,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:37:57,100.0,8.15,7.04,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:04,100.0,8.15,7.02,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:09,100.0,8.15,7.02,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:15,100.0,8.15,6.99,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:21,100.0,8.15,6.99,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:26,100.0,8.15,6.99,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:32,100.0,8.15,6.99,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:38,100.0,8.15,6.99,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:44,100.0,8.15,6.96,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:50,100.0,6.52,6.99,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:38:55,100.0,8.15,6.96,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:01,100.0,8.15,6.96,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:07,100.0,8.15,6.93,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:12,100.0,8.15,6.93,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:18,100.0,8.15,6.93,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:23,100.0,8.15,6.93,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:29,100.0,8.15,6.93,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:34,100.0,6.52,6.91,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:41,78.56,8.15,6.91,29.87,MEDIUM RISK ⚠️,"Diarrhea, Dysentery"
2025-10-17 10:39:46,100.0,8.15,6.91,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:52,100.0,8.15,6.91,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:39:57,100.0,6.52,6.91,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:40:03,100.0,8.15,6.91,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:40:10,100.0,8.15,6.88,29.87,HIGH RISK 🚨,"Diarrhea, Dysentery, Typhoid"
2025-10-17 10:40:15,100.0,8.15,6.88,30.44,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:40:21,100.0,8.15,6.88,30.94,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:40:26,100.0,30.95,6.88,30.94,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:40:32,100.0,8.15,6.88,30.94,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:40:38,100.0,8.15,6.88,30.87,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:40:43,100.0,8.15,6.88,30.81,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:40:49,100.0,8.15,6.88,30.81,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:40:54,100.0,8.15,6.85,30.75,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:01,100.0,8.15,6.88,30.75,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:06,100.0,6.52,6.85,30.69,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:12,100.0,8.15,6.85,30.69,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:18,100.0,8.15,6.85,30.62,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:24,100.0,8.15,6.83,30.62,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:29,100.0,8.15,6.83,30.62,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:35,100.0,6.52,6.83,30.56,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:42,100.0,8.15,6.83,30.56,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:47,100.0,8.15,6.83,30.56,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:53,100.0,8.15,6.8,30.5,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:41:58,100.0,6.52,6.8,30.5,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:04,59.01,6.52,6.8,30.44,MEDIUM RISK ⚠️,"Diarrhea, Dysentery"
2025-10-17 10:42:09,100.0,8.15,6.83,30.5,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:15,100.0,6.52,6.8,30.44,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:20,100.0,6.52,6.77,30.44,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:26,100.0,6.52,6.77,30.37,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:31,100.0,6.52,6.77,30.37,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:38,100.0,6.52,6.77,30.37,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:43,100.0,6.52,6.74,30.37,HIGH RISK 🚨,"Diarrhea, Dysentery"
2025-10-17 10:42:50,100.0,6.52,6.77,30.37,HIGH RISK 🚨,"Diarrhea, Dysentery"
